"","peak_id","term","estimate","std.error","statistic","p.value","p_adj_BH"
"210",996,"Timepoint:SexM",0.0840960437023713,0.0266088649789929,3.16045211882443,0.00175667188105693,0.0312870754929476
"211",6432,"Timepoint:SexM",-0.0845582413888343,0.026748176412728,-3.16127126141569,0.00175191859380516,0.0312870754929476
"212",2505,"SexM",2.22532810405276,0.705475280108526,3.15436722844552,0.00179235603937299,0.0317720471507722
"213",7139,"Timepoint:SexM",0.094640049074321,0.0300700111052252,3.14732338285953,0.00183450005131637,0.0323664375251029
"214",6451,"Timepoint:SexM",-0.148169199694375,0.0471102504391935,-3.1451583957428,0.00184763619625755,0.0324458730165228
"215",649,"Timepoint:SexM",0.146084081317656,0.0466260419942387,3.13310062509073,0.00192240073463266,0.0335653294559802
"216",4913,"Timepoint:SexM",0.105844446257592,0.0337943267630716,3.13201819345762,0.0019292472491995,0.0335653294559802
"217",3194,"Timepoint:SexM",-0.0754815044151604,0.0241742361227603,-3.12239460357111,0.00199111508418083,0.0343239013135392
"218",7003,"Timepoint:SexM",-0.112838222644283,0.0361372960672391,-3.12248659762284,0.00199051510453127,0.0343239013135392
"219",5921,"Timepoint:SexM",0.0887807952625354,0.028536836109447,3.11109454888536,0.00206609585259555,0.0354538274614342
"220",604,"SexM",0.76679212971652,0.247762206978991,3.09487124394859,0.00217830606830146,0.0367088529357708
"221",1425,"SexM",0.76679212971652,0.247762206978991,3.09487124394859,0.00217830606830146,0.0367088529357708
"222",4294,"Timepoint:SexM",-0.0614784992940382,0.0198455083710087,-3.09785459483864,0.00215725887199344,0.0367088529357708
